ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	PKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAL069W	315	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL068W-A	255	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL068C	363	4	4	0	0	11.0192837465565	224.819107735677	4	4	0	0	11.0192837465565	224.819107735677
YAL067W-A	228	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL067C	1782	3	3	0	0	1.68350168350168	34.3473636818395	3	3	0	0	1.68350168350168	34.3473636818395
YAL066W	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL065C	387	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL064W-B	381	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL064C-A	381	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL064W	285	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL063C-A	291	1	1	0	0	3.43642611683849	70.111113494889	1	1	0	0	3.43642611683849	70.111113494889
YAL063C	3969	25	25	0	0	6.29881582262535	128.510544387835	8	8	0	0	2.01562106324011	41.1233742041072
YAL062W	1374	21	18	0.142857142857143	3	15.2838427947598	311.826065915041	16	13	0.1875	3	11.6448326055313	237.581764506698
YAL061W	1254	15	15	0	0	11.9617224880383	244.047057739386	15	15	0	0	11.9617224880383	244.047057739386
YAL060W	1149	58	52	0.103448275862069	6	50.4786771105309	1029.88283165077	58	52	0.103448275862069	6	50.4786771105309	1029.88283165077
YAL059C-A	423	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL059W	639	27	26	0.037037037037037	1	42.2535211267606	862.070451845606	27	26	0.037037037037037	1	42.2535211267606	862.070451845606
YAL058W	1509	29	25	0.137931034482759	4	19.2180251822399	392.0925691076	29	25	0.137931034482759	4	19.2180251822399	392.0925691076
YAL056C-A	351	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL056W	2643	53	47	0.113207547169811	6	20.0529701097238	409.127394412286	53	47	0.113207547169811	6	20.0529701097238	409.127394412286
YAL055W	543	1	1	0	0	1.84162062615101	37.5733591657692	1	1	0	0	1.84162062615101	37.5733591657692
YAL054C	2142	6	6	0	0	2.80112044817927	57.149395033649	6	6	0	0	2.80112044817927	57.149395033649
YAL053W	2352	137	124	0.0948905109489051	13	58.2482993197279	1188.4012592265	137	124	0.0948905109489051	13	58.2482993197279	1188.4012592265
YAL051W	3144	61	56	0.0819672131147541	5	19.4020356234097	395.846811592803	61	56	0.0819672131147541	5	19.4020356234097	395.846811592803
YAL049C	741	46	43	0.0652173913043478	3	62.0782726045884	1266.54165349876	46	43	0.0652173913043478	3	62.0782726045884	1266.54165349876
YAL048C	1989	22	22	0	0	11.0608345902464	225.666841927742	22	22	0	0	11.0608345902464	225.666841927742
YAL047W-A	330	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL047C	1869	26	25	0.0384615384615385	1	13.9111824505083	283.820591065987	26	25	0.0384615384615385	1	13.9111824505083	283.820591065987
YAL046C	357	7	6	0.142857142857143	1	19.6078431372549	400.045765235543	7	6	0.142857142857143	1	19.6078431372549	400.045765235543
YAL045C	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL044W-A	333	7	6	0.142857142857143	1	21.021021021021	428.877892459726	7	6	0.142857142857143	1	21.021021021021	428.877892459726
YAL044C	513	86	64	0.255813953488372	22	167.641325536062	3420.27432031792	86	64	0.255813953488372	22	167.641325536062	3420.27432031792
YAL043C	2358	70	65	0.0714285714285714	5	29.6861747243427	605.6672527103	70	65	0.0714285714285714	5	29.6861747243427	605.6672527103
YAL042C-A	378	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL042W	1248	154	117	0.24025974025974	37	123.397435897436	2517.59570525637	154	117	0.24025974025974	37	123.397435897436	2517.59570525637
YAL041W	2565	66	59	0.106060606060606	7	25.7309941520468	524.972337537169	66	59	0.106060606060606	7	25.7309941520468	524.972337537169
YAL040C	1743	46	45	0.0217391304347826	1	26.3912794033276	538.44369778691	46	45	0.0217391304347826	1	26.3912794033276	538.44369778691
YAL039C	810	19	19	0	0	23.4567901234568	478.573267300298	19	19	0	0	23.4567901234568	478.573267300298
YAL038W	1503	6751	1034	0.846837505554733	5717	4491.68330006653	91640.8230315121	6726	1015	0.849093071662206	5711	4475.0499001996	91301.4628514221
YAL037C-B	975	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL037C-A	93	1	1	0	0	10.752688172043	219.37993577433	1	1	0	0	10.752688172043	219.37993577433
YAL037W	804	7	7	0	0	8.70646766169154	177.632261429215	7	7	0	0	8.70646766169154	177.632261429215
YAL036C	1110	63	53	0.158730158730159	10	56.7567567567568	1157.97030964126	62	52	0.161290322580645	10	55.8558558558559	1139.58982853584
YAL035W	3009	501	375	0.251497005988024	126	166.500498504487	3396.99878615266	499	374	0.250501002004008	125	165.835825855766	3383.43791275485
YAL034C-B	354	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL034W-A	870	3	3	0	0	3.44827586206897	70.3528759552162	2	2	0	0	2.29885057471264	46.9019173034774
YAL034C	1242	19	19	0	0	15.2979066022544	312.113000413238	17	17	0	0	13.6876006441224	279.259000369739
YAL033W	522	15	14	0.0666666666666667	1	28.735632183908	586.273966293468	15	14	0.0666666666666667	1	28.735632183908	586.273966293468
YAL032C	1140	15	15	0	0	13.1578947368421	268.451763513325	15	15	0	0	13.1578947368421	268.451763513325
YAL031W-A	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL031C	2283	40	40	0	0	17.520805957074	357.465335558698	40	40	0	0	17.520805957074	357.465335558698
YAL030W	354	19	17	0.105263157894737	2	53.6723163841808	1095.04052687356	19	17	0.105263157894737	2	53.6723163841808	1095.04052687356
YAL029C	4416	188	176	0.0638297872340425	12	42.5724637681159	868.577626149997	187	175	0.0641711229946524	12	42.3460144927536	863.95753239388
YAL028W	1587	8	8	0	0	5.04095778197858	102.847304483996	8	8	0	0	5.04095778197858	102.847304483996
YAL027W	786	13	12	0.0769230769230769	1	16.5394402035623	337.443183652882	13	12	0.0769230769230769	1	16.5394402035623	337.443183652882
YAL026C-A	438	5	4	0.2	1	11.4155251141553	232.903356472748	5	4	0.2	1	11.4155251141553	232.903356472748
YAL026C	4068	164	152	0.0731707317073171	12	40.31465093412	822.512974540335	163	152	0.0674846625766871	11	40.0688298918387	817.497651524845
HRA1	564	1	1	0	0	1.77304964539007	36.1743511117246	1	1	0	0	1.77304964539007	36.1743511117246
YAL025C	921	31	29	0.0645161290322581	2	33.6590662323561	686.723512309873	31	29	0.0645161290322581	2	33.6590662323561	686.723512309873
YAL024C	4308	54	51	0.0555555555555556	3	12.5348189415042	255.739563012694	54	51	0.0555555555555556	3	12.5348189415042	255.739563012694
YAL023C	2280	358	269	0.248603351955307	89	157.017543859649	3203.52437792568	356	267	0.25	89	156.140350877193	3185.62759369145
YAL022C	1554	37	37	0	0	23.8095238095238	485.769857786016	37	37	0	0	23.8095238095238	485.769857786016
YAL021C	2514	113	107	0.0530973451327434	6	44.9482895783612	917.050017920618	112	106	0.0535714285714286	6	44.5505171042164	908.934531036365
YAL020C	1002	9	8	0.111111111111111	1	8.98203592814371	183.254497248617	9	8	0.111111111111111	1	8.98203592814371	183.254497248617
YAL019W-A	570	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL019W	3396	115	104	0.0956521739130435	11	33.8633686690224	690.891758865271	113	102	0.0973451327433628	11	33.2744405182568	678.87625001544
YAL018C	978	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL017W	4071	123	117	0.0487804878048781	6	30.2137067059691	616.430136409374	122	116	0.0491803278688525	6	29.9680668140506	611.418509284094
YAL016C-B	186	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL016C-A	315	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL016W	1908	178	147	0.174157303370787	31	93.2914046121593	1903.36239874647	178	147	0.174157303370787	31	93.2914046121593	1903.36239874647
YAL015C	1200	12	12	0	0	10	204.023340270127	12	12	0	0	10	204.023340270127
YAL014C	768	22	21	0.0454545454545455	1	28.6458333333333	584.441860148801	22	21	0.0454545454545455	1	28.6458333333333	584.441860148801
YAL013W	1218	19	18	0.0526315789473684	1	15.5993431855501	318.263010273597	19	18	0.0526315789473684	1	15.5993431855501	318.263010273597
YAL012W	1185	291	203	0.302405498281787	88	245.569620253165	5010.19341929172	291	203	0.302405498281787	88	245.569620253165	5010.19341929172
YAL011W	1878	25	24	0.04	1	13.3120340788072	271.596565854801	25	24	0.04	1	13.3120340788072	271.596565854801
YAL010C	1482	16	16	0	0	10.7962213225371	220.268113651959	16	16	0	0	10.7962213225371	220.268113651959
YAL009W	780	15	13	0.133333333333333	2	19.2307692307692	392.352577442552	15	13	0.133333333333333	2	19.2307692307692	392.352577442552
YAL008W	597	23	20	0.130434782608696	3	38.5259631490787	786.019568879886	23	20	0.130434782608696	3	38.5259631490787	786.019568879886
YAL007C	648	80	62	0.225	18	123.456790123457	2518.80667000157	80	62	0.225	18	123.456790123457	2518.80667000157
tP(UGG)A	72	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL005C	1929	6401	1231	0.807686299015779	5170	3318.29963711768	67701.0575981899	6380	1217	0.809247648902821	5163	3307.41316744427	67478.9482075381
YAL004W	648	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL003W	621	944	287	0.695974576271186	657	1520.12882447665	31014.1760410628	944	287	0.695974576271186	657	1520.12882447665	31014.1760410628
snR18	102	11	9	0.181818181818182	2	107.843137254902	2200.25170879549	11	9	0.181818181818182	2	107.843137254902	2200.25170879549
YAL002W	3825	33	32	0.0303030303030303	1	8.62745098039216	176.020136703639	33	32	0.0303030303030303	1	8.62745098039216	176.020136703639
YAL001C	3483	73	70	0.0410958904109589	3	20.9589434395636	427.611364907243	73	70	0.0410958904109589	3	20.9589434395636	427.611364907243
YAR002W	1620	66	57	0.136363636363636	9	40.7407407407407	831.206201100517	66	57	0.136363636363636	9	40.7407407407407	831.206201100517
YAR002C-A	660	91	68	0.252747252747253	23	137.878787878788	2813.04908554266	91	68	0.252747252747253	23	137.878787878788	2813.04908554266
YAR003W	1281	17	17	0	0	13.2708821233411	270.756969913517	17	17	0	0	13.2708821233411	270.756969913517
YAR007C	1866	72	69	0.0416666666666667	3	38.5852090032154	787.228322585699	71	68	0.0422535211267606	3	38.0493033226152	776.29459588312
